ra,dec,source_type,z_spec,z_phot_mean,mag_g,mag_r,mag_z
351.9551,-11.6802,EXP,-99,0.3069,20.7237,19.6919,19.0857
351.9707,-13.5671,SER,-99,0.257,18.6454,17.1652,16.3733
351.9725,23.1551,SER,-99,0.3437,21.2654,20.0405,18.2376
351.9839,-13.6068,DEV,-99,0.3361,20.5092,19.427,18.6019
351.9845,-13.6079,SER,-99,0.2916,21.7112,20.2121,19.3547
351.9849,-13.6069,SER,-99,0.3331,18.5859,17.0814,16.2219
351.9851,-47.9023,SER,-99,0.647,21.4194,19.4912,17.9716
351.9872,-53.5379,SER,-99,0.2211,18.7974,17.4933,16.7675
351.9882,-52.8139,DEV,-99,0.5787,21.5496,19.7985,18.5582
351.9892,-43.4715,SER,-99,0.5093,20.5876,19.5357,18.8884
351.9918,-62.5122,SER,-99,0.3393,19.6947,17.9538,17.0938
352.0067,-59.6482,SER,-99,0.1322,19.5783,19.0769,18.7376
352.0381,19.5453,SER,-99,0.2252,19.8552,18.4617,17.6578
352.0432,-45.0064,DEV,-99,0.6851,22.0872,20.0946,18.4866
352.0654,17.0068,SER,-99,0.2758,19.9869,18.5091,17.7136
352.0773,-44.4357,SER,-99,0.4322,20.4558,18.654,17.5921
352.0809,-5.5713,SER,-99,0.2678,21.132,19.8731,18.5509
352.0937,-54.9156,SER,-99,0.5776,21.3707,19.9074,18.7873
352.0999,-0.4398,EXP,-99,0.5439,21.8277,20.4878,19.5064
352.102,-43.0566,SER,-99,0.3779,20.7615,19.1026,18.2124
352.1146,-53.2374,SER,-99,0.3856,20.3747,18.5991,17.6866
352.1165,-50.8373,REX,-99,0.8061,21.2487,20.5406,19.4084
352.1181,33.3047,SER,-99,0.1313,19.0948,17.8406,16.8112
352.1189,-11.1573,DEV,-99,0.6346,22.1305,20.1058,18.5996
352.1288,-41.6766,SER,-99,0.5049,20.809,19.0906,17.9566
352.1363,-65.5925,SER,-99,0.7557,22.5114,20.4386,18.6475
352.1378,-14.5816,REX,-99,0.4015,20.9319,19.6338,18.7867
352.1435,-53.8202,DEV,-99,0.8841,23.2391,20.9899,18.9826
352.1438,-59.9686,SER,-99,0.5191,21.952,20.1287,18.9807
352.1504,-50.9818,REX,-99,0.1361,19.2904,18.8327,18.5408
352.1617,-0.7801,SER,0.3469,0.3368,19.8187,18.1512,17.2419
352.1679,21.4191,SER,-99,0.3185,20.8115,19.4793,18.0705
352.1791,-55.5669,DEV,-99,0.8081,22.5197,20.4885,18.5705
352.1825,-5.7039,DEV,-99,0.6408,21.9183,20.2493,18.8074
352.2134,14.9006,REX,-99,0.1363,18.8293,18.1737,17.6699
352.2171,10.1363,SER,-99,0.2366,20.3177,19.3955,18.7165
352.2259,-7.9115,SER,-99,0.3466,21.6247,20.1836,19.3176
352.235,-57.267,REX,-99,0.1966,19.7289,18.5699,17.8672
352.2459,12.4863,SER,0.6673,0.6672,21.7681,19.9676,18.3971
352.2537,8.0902,SER,0.3584,0.3557,19.7922,17.9978,17.0756
352.2701,29.171,REX,-99,0.6436,21.8731,20.4457,19.1072
352.2902,-62.9699,SER,-99,0.2021,18.3741,17.1359,16.4247
352.3039,-6.6985,DEV,-99,0.6187,22.3042,20.3218,18.849
352.31,-52.5019,SER,-99,0.6809,22.1061,20.257,18.689
352.3232,27.4549,SER,-99,0.2261,20.388,19.1838,18.3763
352.3403,-56.4568,SER,-99,0.7179,21.1984,20.3756,19.4551
352.3417,-12.8047,DEV,-99,0.8186,22.6065,20.5868,18.6699
352.3448,-46.2346,DEV,-99,0.8218,22.3615,21.2546,19.6914
352.3707,-3.4382,SER,0.2743,0.2984,20.4025,18.7904,17.9265
352.3722,-62.837,SER,-99,0.3769,19.2056,17.4125,16.5202
352.3893,-54.1189,SER,-99,0.2969,20.7482,19.9696,19.5363
352.3901,-54.3948,SER,-99,0.1421,17.8688,16.8013,16.1
352.3948,-2.915,SER,-99,0.0895,19.6987,18.9653,18.3774
352.3951,8.2115,REX,-99,0.2819,20.9511,19.6022,18.4954
352.4005,-45.5604,SER,-99,0.2793,19.5754,18.5704,17.8606
352.4046,-56.9658,SER,-99,0.1622,18.4412,17.3527,16.6815
352.4076,18.2975,EXP,-99,0.6165,21.3698,20.5288,19.7872
352.4193,-57.6586,SER,-99,0.2336,18.9649,17.9123,17.2753
352.4302,-10.5721,SER,-99,0.3064,21.1934,19.8695,18.2957
352.4459,-47.1362,DEV,-99,0.5994,21.4471,19.5694,18.1752
352.4538,1.4033,SER,-99,0.2336,20.0153,19.4036,18.9941
352.4579,24.2784,SER,-99,0.2664,20.8135,19.6172,18.1482
352.4586,31.9373,SER,0.5622,0.5656,20.8264,18.8211,17.388
352.4594,-2.159,DEV,-99,0.2754,20.2925,18.779,17.9149
352.4631,18.2427,REX,-99,0.2558,20.095,19.2819,18.484
352.4651,3.8857,SER,0.33,0.3271,19.913,18.2272,17.3449
352.467,-63.5859,DEV,-99,0.6734,22.7587,20.8339,19.2822
352.4671,-47.7405,SER,-99,0.6192,20.3466,19.1151,18.0041
352.4702,9.5871,SER,-99,0.2984,20.1897,18.7789,17.9583
352.4839,-53.4772,SER,-99,0.5265,21.1963,19.5564,18.4326
352.4921,-5.6695,DEV,-99,0.5889,20.4195,19.2539,18.2392
352.4984,-6.5884,DEV,-99,0.7678,22.7107,20.5308,18.7208
352.5023,-14.5874,SER,-99,0.0725,19.3272,18.9908,18.7426
352.5052,22.891,EXP,-99,0.0912,20.3497,19.9622,19.6966
352.5113,6.6183,DEV,0.3679,0.4023,20.949,18.9626,17.9564
352.5123,26.6838,DEV,-99,0.7712,21.7671,20.8023,19.5408
352.5455,9.3285,SER,-99,0.1657,20.1872,19.057,18.3177
352.592,-0.414,SER,0.7993,0.8128,21.7105,20.8901,19.7359
352.6055,-57.9368,SER,-99,0.2681,19.7626,18.32,17.5834
352.6066,-53.8833,SER,-99,0.2824,19.2629,17.7356,16.9223
352.6083,-64.6963,DEV,-99,0.1627,19.7827,18.7689,18.1455
352.613,17.3028,SER,-99,0.1852,19.3805,18.2184,17.4595
352.6168,12.8532,SER,0.2985,0.2839,19.4339,17.8751,16.9259
352.621,-5.0038,REX,-99,0.683,20.7915,20.0827,19.2197
352.6253,-57.8099,REX,-99,0.4011,20.4151,19.2649,18.553
352.6353,-43.8207,SER,-99,0.2444,20.405,19.0734,18.3408
352.6357,-59.1886,REX,-99,0.2614,20.1901,19.46,19.0545
352.6552,-8.6417,SER,-99,0.2858,19.6586,18.1312,17.3519
352.6557,-7.9161,SER,-99,0.2436,19.6074,18.2062,17.4533
352.6631,26.0364,DEV,-99,0.2897,20.3151,18.742,17.8757
352.6639,0.6761,DEV,-99,0.4813,22.8419,20.9467,19.8692
352.6671,-3.6755,SER,-99,0.3256,19.4859,17.7687,16.8473
352.6804,7.5794,EXP,-99,0.1113,19.5476,18.6216,17.9739
352.702,3.0552,DEV,-99,0.2481,19.916,18.4371,17.6175
352.7069,10.9607,REX,-99,0.6314,23.4307,21.3446,19.8133
352.7075,10.9612,SER,0.6191,0.6169,21.3278,19.3224,17.7664
352.7106,-7.5909,SER,-99,0.3481,19.0931,17.3698,16.5165
352.733,-42.0262,SER,-99,0.3107,19.3394,17.7806,16.8954
352.7381,27.5654,DEV,0.6026,0.6103,21.1449,19.1509,17.6226
352.7435,-45.989,DEV,-99,0.2012,20.2247,19.0127,18.2893
352.7593,24.3292,REX,-99,0.2172,21.9026,20.6299,19.9537
352.7722,27.0519,SER,-99,0.3632,21.3812,20.1146,18.1915
352.7893,-50.7141,SER,-99,0.5144,20.4215,18.896,17.8672
352.7915,0.347,DEV,-99,0.35,20.7679,19.3729,18.0963
352.7917,-10.2406,REX,-99,0.4881,20.6713,19.0613,18.0618
352.8116,-13.3613,SER,-99,0.8028,22.3713,20.5301,18.5709
352.8244,8.1039,SER,0.3343,0.3266,19.9133,18.1975,17.3075
352.8249,-60.9291,SER,-99,0.4831,20.8086,18.9476,17.8467
352.8282,-6.8992,SER,-99,0.2288,19.6699,18.8818,18.3704
352.8495,8.7611,REX,-99,0.6485,22.496,20.7677,18.917
352.8501,3.3898,SER,-99,0.5018,20.452,19.865,19.3517
352.8514,-14.0757,EXP,-99,0.2973,22.1278,20.6442,19.8146
352.8517,18.7148,SER,-99,0.2258,19.9263,19.2616,18.8804
352.8526,-48.699,SER,-99,0.3222,20.7649,19.2228,18.3517
352.8551,23.6235,DEV,0.7705,0.769,22.2389,20.3117,18.4641
352.8747,-3.5622,SER,-99,0.6653,22.2722,20.414,18.8546
352.877,0.626,SER,0.5523,0.6298,21.6993,20.3087,19.0875
352.8774,17.2217,REX,-99,0.2408,20.9061,19.5094,18.6856
352.9079,26.7161,EXP,0.3887,0.3592,22.1839,20.6181,19.6904
352.9083,26.7151,DEV,-99,0.2122,20.0155,18.8131,18.0997
352.9092,7.7287,SER,-99,0.3495,20.84,20.1924,19.6318
352.9172,-10.0133,SER,-99,0.2854,19.3484,17.8376,17.0123
352.9189,32.1657,SER,-99,0.2086,19.1862,17.9383,17.1098
352.9207,28.2358,DEV,-99,0.8321,22.8971,20.8428,18.8023
352.9365,-44.3284,EXP,-99,0.8274,21.1555,20.5234,19.4121
352.9373,5.0764,SER,-99,0.1909,19.3213,18.1468,17.3592
352.9441,-40.2988,SER,-99,0.7717,22.18,20.1101,18.3254
352.945,-12.6456,SER,-99,0.6243,21.8526,19.898,18.4294
352.9459,-59.0385,SER,-99,0.3775,20.6975,18.9261,18.0261
352.9494,-1.0018,SER,0.525,0.5211,21.3645,19.4631,18.2444
352.9526,-53.9356,SER,-99,0.1404,19.3176,18.8636,18.6194
352.9531,-51.9573,SER,-99,0.1984,18.7659,18.1756,17.786
352.9535,-13.7796,EXP,-99,0.5973,21.1726,20.4816,19.7571
352.9593,-3.1998,SER,0.2058,0.2046,18.2689,17.0114,16.2569
352.9616,-50.8663,SER,-99,0.3462,20.9519,19.6292,18.3848
352.9621,-50.8607,DEV,-99,0.642,21.7403,20.2366,18.9714
352.9648,23.7889,SER,-99,0.2688,21.0432,19.6109,18.7923
352.9671,-5.7156,SER,-99,0.2136,18.9741,18.0544,17.3134
352.9728,-48.0471,SER,-99,0.3049,19.7144,18.5094,17.6884
352.9757,2.683,SER,0.5527,0.5472,21.4571,19.4975,18.1619
352.9784,-10.8051,REX,-99,0.2553,19.9172,18.5419,17.7497
352.991,-13.1898,SER,0.4216,0.3965,20.2651,18.4018,17.4465
353.0023,-14.1693,REX,-99,0.2213,19.4758,18.7059,18.2121
353.0127,-5.812,REX,-99,0.4678,20.624,19.0126,17.98
353.0129,-5.8103,EXP,-99,0.4222,22.3555,20.5689,19.5248
353.0159,-44.9314,SER,-99,0.6619,21.2231,19.4364,17.8933
353.025,-50.8849,SER,-99,0.563,20.8457,18.9126,17.5947
353.0268,24.0031,SER,-99,0.1962,20.1848,19.0828,18.3721
353.0342,-1.7919,SER,-99,0.5772,22.0799,20.1436,18.7925
353.0419,-40.3917,EXP,-99,0.7461,21.0033,20.1788,19.1467
353.0456,-44.8763,SER,-99,0.2427,18.414,16.9945,16.2179
353.0457,25.9806,SER,-99,0.2161,20.0807,18.8604,18.1085
353.0511,0.4003,SER,-99,0.6455,22.8692,20.9521,19.4484
353.0573,25.4119,SER,0.426,0.4069,20.4748,18.6298,17.6483
353.0738,18.9754,DEV,-99,0.1718,19.9531,18.7939,18.0499
353.074,-3.8821,SER,-99,0.5717,20.5393,18.603,17.2378
353.0807,3.1869,SER,-99,0.2249,19.2149,18.0187,17.4128
353.0847,28.3732,SER,-99,0.1731,18.3936,17.3117,16.5422
353.0912,-47.1162,DEV,-99,0.6199,22.8086,20.9689,19.5566
353.0944,-9.4978,DEV,-99,0.2928,20.7919,19.3342,18.5373
353.0973,-51.3949,SER,-99,0.5436,20.6462,18.7241,17.4691
353.1028,17.4518,SER,-99,0.3331,19.3405,17.6236,16.7122
353.109,-11.2955,REX,-99,0.295,19.8781,18.8936,18.0787
353.1142,-56.3905,SER,-99,0.2079,19.27,18.7137,18.3852
353.1226,-46.919,SER,-99,0.342,20.59,19.4168,18.5489
353.1234,-40.4825,SER,-99,0.7995,22.5902,20.5779,18.7119
353.1351,-52.3379,SER,-99,0.4408,19.9525,18.0506,17.0428
353.1493,-0.0513,DEV,-99,0.5178,21.9444,20.0588,18.8612
353.1581,0.6683,SER,-99,0.5043,22.8427,20.9257,19.7512
353.1685,6.0903,REX,-99,0.2236,19.945,19.2425,18.7796
353.1834,-41.0766,REX,-99,0.2727,20.4146,19.5091,18.9401
353.1906,-53.3887,REX,-99,0.5872,20.7596,19.9148,18.8583
353.1986,-14.1652,DEV,-99,0.7051,21.9473,20.1394,18.5336
353.205,-13.1638,DEV,-99,0.7904,23.4009,21.4553,19.6747
353.2052,-13.1651,DEV,-99,0.8198,23.2075,21.5424,19.8048
353.2108,28.3016,EXP,-99,0.2481,21.6704,20.2917,19.3228
353.2117,-46.4038,SER,-99,0.1529,18.3951,17.3219,16.6408
353.2136,10.791,SER,0.5309,0.5335,21.4123,19.3943,18.0501
353.2152,-8.5581,SER,-99,0.2495,19.8069,18.4101,17.62
353.2173,2.7971,SER,0.3445,0.3179,20.2078,18.7773,17.879
353.2298,9.0423,DEV,0.5667,0.5748,20.9128,18.9904,17.585
353.2392,22.9583,DEV,-99,0.871,22.1242,21.4237,19.8543
353.2416,25.7791,SER,-99,0.3375,21.5913,20.3878,19.5583
353.2427,-65.1799,DEV,-99,0.3365,20.106,18.5846,17.833
353.2495,-63.5932,SER,-99,0.2031,18.9335,18.017,17.4605
353.2507,4.3453,SER,-99,0.5705,20.647,18.6528,17.2578
353.2512,13.7371,REX,-99,0.4449,21.9608,20.2351,19.1874
353.2552,-9.0861,SER,-99,0.6547,21.1992,20.3772,19.5994
353.2586,19.5533,DEV,-99,0.6864,23.1649,21.0064,19.3739
353.2642,-61.3375,SER,-99,0.5011,22.8194,20.9795,19.8272
353.2855,21.5278,SER,0.2844,0.2771,19.9317,18.3555,17.4869
353.2863,-62.2263,SER,-99,0.356,20.3042,18.7062,17.8147
353.2932,-52.0559,REX,-99,0.5778,21.1585,19.9799,19.0842
353.2946,-52.0557,SER,-99,0.555,21.5607,19.7899,18.5503
353.2995,7.5145,SER,-99,0.2255,20.0195,19.294,18.8053
353.3005,14.8714,SER,-99,0.3942,20.8052,19.2997,18.4076
353.3012,23.5248,REX,-99,0.206,20.4349,19.2214,18.4484
353.3023,-9.6538,SER,0.2588,0.2597,18.3955,16.908,16.1289
353.3067,-14.2392,SER,-99,0.393,19.6453,17.8286,16.898
353.3076,-2.5688,DEV,-99,0.2293,20.3665,19.226,18.5327
353.3144,24.1453,SER,0.6663,0.675,22.0846,20.1426,18.5541
353.3163,18.2875,EXP,-99,0.166,20.0728,19.1119,18.3405
353.317,13.3086,SER,0.3174,0.3095,19.5191,18.0352,17.2658
353.3208,19.168,SER,-99,0.2406,20.4211,19.6121,18.9462
353.3274,-12.2479,DEV,-99,0.7038,23.3041,21.5037,19.9248
353.3413,-54.2411,SER,-99,0.243,19.1224,17.7238,16.8519
353.342,4.255,REX,-99,0.3888,20.1064,18.7173,17.5998
353.3434,-43.8201,SER,-99,0.3171,19.6953,18.1941,17.476
353.3438,-53.3018,DEV,-99,0.6557,22.927,21.0661,19.5805
353.3528,28.7236,DEV,-99,0.7558,21.5413,20.9425,19.9495
353.3532,28.7222,SER,-99,0.6146,21.6984,19.5368,17.9153
353.3549,-60.498,SER,-99,0.2865,19.2187,17.6583,16.8304
353.3698,9.5152,SER,0.6361,0.6492,21.6594,19.6937,18.0839
353.3896,9.6697,REX,-99,0.6484,21.4022,20.0141,18.6887
353.3961,-2.5464,DEV,-99,0.8537,23.2565,21.0745,19.0312
353.4003,-54.8624,REX,-99,0.1674,19.3921,18.8174,18.4976
353.4008,-40.3854,SER,-99,0.2941,21.3147,20.0564,18.8215
353.4035,-13.4906,EXP,-99,0.3212,22.046,20.829,19.9099
353.4041,-61.7738,SER,-99,0.6054,21.673,19.7597,18.3059
353.4111,-9.411,SER,-99,0.2965,20.2127,19.1979,18.4995
353.4249,25.1058,SER,-99,0.284,19.6444,18.3733,17.6028
353.4416,-55.638,SER,-99,0.7251,22.3125,20.5335,18.8779
353.4426,1.7211,SER,0.3162,0.3126,19.5533,17.9298,17.0406
353.456,-52.4709,SER,-99,0.8561,22.7187,20.6018,18.6244
353.4561,-38.9184,REX,-99,0.7048,21.1602,20.2266,19.2005
353.4602,25.8838,SER,0.2998,0.3147,19.5881,17.9138,17.0402
353.469,17.9154,DEV,-99,0.47,22.6126,20.6176,19.471
353.474,-49.312,SER,-99,0.2663,18.948,17.4771,16.7334
353.4818,-55.1453,SER,-99,0.3535,19.6868,18.7273,18.1603
353.4953,-42.0488,REX,-99,0.5897,23.0363,21.193,19.9599
353.4961,-42.0483,SER,-99,0.547,20.4439,18.5309,17.2568
353.5036,-56.9731,SER,-99,0.2664,19.8923,19.0419,18.4752
353.5045,9.3857,SER,-99,0.5722,21.1417,19.3319,17.951
353.5107,8.9393,SER,-99,0.3349,21.0978,19.4249,18.59
353.5118,9.4281,SER,-99,0.1659,17.805,16.8053,16.0489
353.5287,-7.7712,SER,0.4118,0.4018,20.1641,18.3231,17.3802
353.5302,-46.048,SER,-99,0.5658,21.1395,19.2449,17.9327
353.5443,-14.5132,SER,-99,0.2454,19.639,18.9001,18.4529
353.5503,19.7755,SER,-99,0.3376,21.541,20.6087,19.9625
353.551,-4.7607,SER,-99,0.3329,21.7016,20.5023,19.3352
353.5543,-46.4187,REX,-99,0.4111,20.3803,18.8658,18.0398
353.5572,-41.5281,SER,-99,0.2383,20.8535,19.5072,18.6921
353.563,14.5152,REX,-99,0.2438,20.0585,18.9762,18.0988
353.5679,-49.6381,REX,-99,0.5358,21.1561,19.8286,18.9141
353.5815,-39.6083,DEV,-99,0.6433,21.0385,19.4771,18.0324
353.5822,-53.4948,SER,-99,0.3246,20.027,18.7989,17.9897
353.5869,-45.6921,DEV,-99,0.7624,22.0172,20.7024,19.0887
353.5969,-48.5503,SER,-99,0.2184,18.7315,17.4147,16.671
353.5982,32.4393,SER,-99,0.3856,20.4228,18.571,17.6066
353.6014,-0.4386,DEV,0.464,0.4685,20.3361,18.4927,17.4287
353.6144,25.7,DEV,0.3282,0.3091,19.7988,18.2505,17.3623
353.6167,32.4741,SER,-99,0.2981,21.457,20.4584,19.7928
353.626,-1.21,SER,0.5858,0.5647,21.6342,19.7233,18.3355
353.6263,-56.1404,SER,-99,0.2654,20.4938,19.7055,19.2549
353.6384,-0.4792,SER,-99,0.3585,22.1348,20.7292,19.8052
353.6404,-0.4825,SER,-99,0.5014,20.8843,18.9983,17.8234
353.6474,-41.678,SER,-99,0.5894,21.8563,19.9379,18.5471
353.6475,18.0736,SER,0.4395,0.3891,20.0695,18.2924,17.2562
353.6549,13.8628,SER,-99,0.3797,21.5055,20.3126,18.2485
353.6609,26.0148,SER,-99,0.2819,20.8449,19.3787,18.1765
353.6609,-14.0172,SER,-99,0.688,21.918,19.8131,18.1856
353.6677,-56.6966,SER,-99,0.3304,19.7587,18.6232,17.8892
353.679,-1.0712,SER,-99,0.5186,21.8469,20.0373,18.7877
353.6802,7.7233,REX,-99,0.7232,23.0883,21.3429,19.6744
353.6881,-51.2592,SER,-99,0.3986,21.9331,20.3171,19.4875
353.6913,-8.263,DEV,-99,0.3653,22.4839,21.0713,19.0193
353.6919,-40.1523,SER,-99,0.3055,19.5935,18.0537,17.2392
353.692,0.791,SER,0.4722,0.4665,22.189,20.2936,19.2168
353.6992,-0.2604,SER,0.4641,0.4701,20.4264,18.5474,17.4338
353.6997,-9.4215,EXP,-99,0.5804,22.1601,20.3369,19.0056
353.7015,-57.2511,SER,-99,0.4759,20.1287,18.3803,17.3032
353.708,-54.3137,SER,-99,0.4658,21.0864,19.2117,18.0249
353.7215,0.2568,SER,-99,0.4349,21.3937,19.5308,18.4293
353.7256,-59.1894,SER,-99,0.5219,21.1987,19.7398,18.6984
353.7468,-64.0687,SER,-99,0.7069,21.9778,20.275,18.6873
353.7552,-38.9033,EXP,-99,0.77,22.1565,21.1267,19.8543
353.7582,-2.3302,SER,0.4168,0.4125,20.788,18.9227,17.9532
353.767,2.8564,SER,-99,0.4959,21.672,19.813,18.6598
353.7735,-4.0931,REX,-99,0.328,20.7066,19.5405,18.6667
353.7817,-12.2001,SER,-99,0.1592,20.0818,19.0296,18.3726
353.7848,7.4559,DEV,0.3274,0.3141,19.7476,18.1129,17.1934
353.7855,-45.7392,SER,-99,0.4525,19.8731,18.0284,16.7918
353.7867,-12.9878,SER,-99,0.3773,20.2129,18.4336,17.5509
353.7922,-56.37,SER,-99,0.4982,20.8475,19.2036,18.07
353.7972,-8.7486,SER,-99,0.3129,20.2725,18.8382,18.1449
353.802,8.2145,SER,-99,0.3078,20.7019,19.0325,18.1388
353.8152,-54.6336,SER,-99,0.619,21.219,19.3378,17.8617
353.835,-49.0165,SER,-99,0.2773,19.2242,17.7917,17.0688
353.8414,-42.1523,SER,-99,0.4876,20.4286,18.6198,17.5376
353.8491,2.4293,SER,-99,0.4567,20.549,18.854,17.7767
353.8549,-58.6931,SER,-99,0.509,21.6804,19.7922,18.6114
353.8602,-64.4917,SER,-99,0.3815,20.6593,19.2166,18.3947
353.8742,-6.04,EXP,-99,0.7804,21.6785,20.6996,19.4255
353.8788,7.1159,DEV,-99,0.3651,20.3036,18.5513,17.564
353.8822,-54.5866,REX,-99,0.6997,22.4654,21.2893,19.4002
353.9064,2.2944,SER,-99,0.385,20.3021,18.4426,17.4935
353.9196,6.095,REX,-99,0.555,21.4439,20.2401,19.3472
353.9212,-6.8142,DEV,-99,0.4047,20.9846,19.157,18.2273
353.9214,-45.9896,SER,-99,0.277,19.702,18.9008,18.4438
353.9278,-11.8725,REX,-99,0.2468,20.0028,19.1851,18.5265
353.9431,-52.8037,SER,-99,0.5016,20.5276,18.6435,17.4885
353.9447,-0.4843,SER,-99,0.5142,21.065,19.3853,18.2302
353.9452,5.6037,EXP,-99,0.3405,21.551,20.0449,19.228
353.9604,24.8388,SER,-99,0.2308,20.2415,19.3112,18.7717
353.9677,21.7104,SER,-99,0.2336,20.6905,19.5389,18.3923
353.9711,25.4151,SER,0.3263,0.2841,20.3829,18.8002,17.8249
353.9734,23.3397,REX,-99,0.7073,23.2446,21.0653,19.3747
353.9743,-42.739,SER,-99,0.7359,21.9731,19.9606,18.2191
353.9749,-8.9314,REX,-99,0.1614,19.5836,18.9913,18.5636
353.9771,30.493,DEV,-99,0.7969,21.0671,20.9481,19.318
353.983,31.1286,REX,-99,0.3598,20.6195,19.3645,18.6823
353.987,-56.1006,DEV,-99,0.5774,20.7978,19.3345,18.1573
353.9943,-2.3626,SER,0.5646,0.5722,21.5989,19.7612,18.4416
353.9977,-3.6954,SER,-99,0.6279,21.6715,19.7184,18.1943
353.9995,-8.4468,DEV,-99,0.4424,20.8582,18.8975,17.8828
354.0162,26.2081,DEV,-99,0.429,21.873,20.2361,19.3392
354.0242,-47.1993,SER,-99,0.3289,21.179,20.2044,19.6095
354.0259,14.7821,SER,-99,0.2771,20.1732,18.8967,18.0522
354.0337,-41.7781,SER,-99,0.2325,20.4446,19.1376,18.3927
354.0347,0.9005,DEV,-99,0.6565,22.7497,21.1404,19.7186
354.0428,-2.1264,REX,0.4942,0.4867,20.5704,19.3586,18.4364
354.0453,-60.6661,SER,-99,0.1252,18.0098,17.0011,16.3145
354.0641,-47.9027,SER,-99,0.6449,22.9135,21.2197,19.7893
354.0683,10.4303,DEV,-99,0.2714,20.9218,19.4237,18.5999
354.0749,-43.1693,SER,-99,0.5544,21.0942,19.2246,17.9444
354.0773,26.3429,REX,0.782,0.8183,20.9654,20.3122,18.9715
354.1031,12.8554,REX,0.6315,0.5662,20.6867,19.6198,18.6989
354.1039,-48.8274,SER,-99,0.4684,21.215,19.5224,18.4883
354.1059,18.9786,DEV,-99,0.8534,24.023,21.9486,19.9972
354.1192,0.6155,REX,0.1962,0.1502,19.6883,19.1228,18.7684
354.121,-8.6793,SER,-99,0.1878,19.1347,17.9696,17.2474
354.1265,23.6181,SER,0.4987,0.509,21.6647,19.8765,18.707
354.1273,-49.1343,SER,-99,0.3213,19.6853,18.1146,17.3317
354.1292,28.073,REX,-99,0.55,22.9554,21.0524,19.6883
354.1307,23.5912,REX,-99,0.7226,21.1454,20.1683,19.043
354.1325,-3.9286,DEV,-99,0.2768,20.0123,18.6338,17.8363
354.1464,5.3721,SER,-99,0.2391,18.5832,17.1163,16.2988
354.1493,4.4824,SER,-99,0.2989,20.7587,19.1841,18.3379
354.1527,-49.6845,SER,-99,0.19,19.8235,19.1113,18.6393
354.1592,-56.2986,SER,-99,0.7174,23.1075,21.7406,19.7805
354.1611,-10.7324,SER,-99,0.4352,20.5104,19.3712,18.6767
354.1627,-43.0942,SER,-99,0.6204,21.7584,19.8803,18.4431
354.1721,-1.4566,SER,0.1851,0.1803,17.786,16.5604,15.7858
354.1725,0.0546,SER,0.7289,0.7437,22.7626,20.7106,18.9734
354.1835,-53.7959,SER,-99,0.3191,19.1717,17.5236,16.6928
354.1956,-46.1469,SER,-99,0.0727,19.6776,19.3577,19.2089
354.2144,-45.5046,EXP,-99,0.723,22.8983,20.8347,19.1814
354.2233,28.7356,SER,0.3378,0.3701,20.8986,18.9027,17.6875
354.2238,28.7382,SER,-99,0.3671,20.6328,18.6708,17.5075
354.2247,28.7381,SER,-99,0.3872,21.8772,19.9382,18.7705
354.2261,-55.8116,REX,-99,0.1393,18.5648,17.9785,17.5623
354.2417,-57.373,DEV,-99,0.4828,20.9095,19.0455,17.9463
354.249,-4.6389,REX,-99,0.6315,22.7449,20.7384,19.2891
354.2643,12.4462,REX,-99,0.1876,19.5,18.818,18.271
354.2706,-3.1606,REX,-99,0.304,19.9179,18.998,18.3879
354.2739,32.6639,REX,-99,0.1967,20.5071,19.3039,18.5159
354.3102,12.7411,SER,0.2467,0.2169,18.243,16.9204,16.1164
354.3187,-3.428,SER,0.7585,0.7645,21.9599,19.965,18.131
354.3224,-9.4242,DEV,-99,0.3081,20.1677,18.5847,17.718
354.3373,-59.7109,SER,-99,0.8084,23.0534,21.0489,19.2145
354.3514,-13.1413,SER,-99,0.163,18.9742,18.4802,18.1106
354.3794,0.7252,SER,-99,0.2762,20.2959,18.8115,18.0046
354.3948,-47.5067,DEV,-99,0.5533,21.2399,19.876,18.814
354.4125,3.9636,DEV,-99,0.8205,23.0769,20.9378,18.976
354.4142,-42.5586,SER,-99,0.5747,20.9699,19.0905,17.7431
354.4211,0.3098,SER,-99,0.2725,21.0668,20.1971,19.5844
354.4218,-58.1871,EXP,-99,0.2741,20.6151,19.6227,18.9235
354.427,-13.3504,DEV,-99,0.4302,22.1182,20.2519,19.2839
354.4346,28.3728,SER,-99,0.5502,21.5277,19.5261,18.132
354.4375,-48.0537,SER,-99,0.9268,23.6997,21.0808,19.0013
354.4409,-53.1348,REX,-99,0.3545,21.6798,20.037,19.2391
354.4459,12.5494,SER,-99,0.1559,18.1481,16.9888,16.2235
354.4695,-60.3908,REX,-99,0.5217,21.8212,20.5779,19.747
354.4828,20.2731,DEV,0.884,0.9054,23.079,21.3287,19.3354
354.488,-57.5228,SER,-99,0.548,21.1208,19.276,18.0347
354.5372,-53.2052,SER,-99,0.4445,21.3089,19.4128,18.2246
354.5403,10.1332,SER,0.2169,0.2325,19.1944,17.7616,16.8754
354.544,-4.3837,SER,-99,0.293,19.8516,18.9037,18.2092
354.5618,-47.9079,SER,-99,0.2272,19.815,19.2096,18.8157
354.5674,-49.7287,SER,-99,0.2195,17.4297,16.0885,15.3276
354.583,-54.2777,SER,-99,0.6771,22.0694,20.2064,18.6463
354.6008,-14.2527,DEV,-99,0.5658,21.3484,19.4509,18.1307
