ra,dec,source_type,z_spec,z_phot_mean,mag_g,mag_r,mag_z
167.5486,-29.2356,REX,,0.6491,21.8345,20.4669,19.1366
167.5985,19.5633,SER,,0.3175,19.472,18.0236,16.8419
167.6815,-7.4024,SER,,0.719,20.4277,19.9818,18.8811
167.7567,5.1066,DEV,,0.6719,22.9352,21.0735,19.5147
167.804,14.2174,SER,0.1183,0.1229,18.4503,17.4153,16.6872
168.1427,17.4835,DEV,,0.621,22.1724,20.8163,19.5991
168.1551,24.346,DEV,,0.1552,18.7308,17.8333,17.1899
168.1835,23.8392,EXP,0.5378,0.5818,22.9569,21.0407,19.6878
168.6015,12.4784,REX,,0.3911,20.4774,19.1977,18.4251
168.8718,33.1114,SER,,0.1977,18.681,17.5381,16.8113
169.0439,-9.3973,SER,,0.7511,21.7187,20.7491,19.6099
169.109,-3.5599,EXP,,0.1567,20.9263,20.3233,19.8592
169.2677,21.3563,SER,,0.1731,18.9017,18.0027,17.4019
169.3152,27.909,DEV,,0.6278,21.6374,19.8372,18.3627
169.8478,9.0554,DEV,,0.5496,21.9567,20.0811,18.8178
169.9783,9.6867,DEV,,0.3873,20.9061,19.1736,18.3185
170.0224,31.5063,REX,,0.7883,23.2951,21.4983,19.7269
170.608,-0.7483,SER,0.7119,0.6744,21.8346,19.9362,18.383
171.7047,16.8241,REX,,0.7798,21.5353,20.695,19.5302
171.9155,14.2463,REX,,0.4991,21.0084,19.7424,18.9894
172.043,-5.744,SER,,0.6569,21.7909,20.1997,18.7958
172.0467,6.4333,SER,0.2784,0.2827,19.3006,17.7568,16.9628
172.5213,26.4132,DEV,,0.8381,23.5594,21.759,19.773
172.5266,23.2356,SER,,0.3213,19.0831,17.5399,16.6753
172.5426,29.7972,EXP,,0.7061,23.577,21.4604,19.8619
172.5959,-6.8762,SER,,0.1919,17.4757,16.1958,15.4149
172.719,15.3708,SER,,0.5583,21.9909,20.2581,19.0579
173.1781,25.4787,SER,,0.8594,21.38,20.6063,19.3231
173.8651,1.2073,DEV,,0.6999,22.9122,20.999,19.3878
174.2082,10.0236,SER,0.6009,0.6014,21.0083,19.3133,17.9337
174.7971,17.5769,DEV,0.3179,0.3089,19.0602,17.4586,16.6215
175.1694,11.188,DEV,0.5084,0.4492,20.9526,19.144,18.0118
175.5973,-4.2701,SER,,0.4237,22.1596,20.2791,19.1891
175.6635,6.2994,DEV,,0.7552,22.3194,20.7853,19.1331
176.0994,13.6917,SER,,0.1708,19.2312,18.0789,17.3504
176.1563,26.0035,SER,,0.5317,20.8651,19.3408,18.271
176.1872,26.8479,SER,,0.6423,20.7907,19.7261,18.7409
176.5616,24.5493,DEV,,0.8786,22.9112,21.4641,19.6249
176.9451,18.0651,EXP,,0.8212,21.1368,20.5081,19.4367
177.3266,7.0891,REX,,0.362,21.4343,19.7848,18.9869
177.8572,-2.9214,SER,,0.1002,20.1856,19.853,19.5959
178.6008,8.2388,DEV,,0.6971,23.245,21.3184,19.7286
179.3542,28.7891,DEV,,0.7817,22.877,21.1743,19.2744
179.6614,-5.7352,SER,,0.2604,18.8343,17.4818,16.7342
180.0926,-3.0527,DEV,,0.4492,21.4119,19.797,18.734
180.1825,2.5757,SER,0.2999,0.2995,19.2781,17.6671,16.8265
180.3616,29.0116,DEV,0.5204,0.5368,21.57,20.0126,18.8685
180.7894,26.0433,SER,,0.6008,20.61,19.4336,18.4582
180.8572,29.2708,DEV,0.6501,0.6838,22.2739,20.4302,18.8876
181.029,28.5577,SER,0.3641,0.3659,20.3186,18.5565,17.6183
181.0404,-4.8232,SER,,0.2476,19.7066,18.3194,17.5511
181.0632,-4.2916,SER,,0.2494,20.0958,18.7535,17.9897
181.2129,17.357,SER,0.4597,0.4341,20.2169,18.5436,17.5006
181.2648,17.5534,EXP,0.5632,0.5741,21.0396,19.8381,18.8954
181.4467,2.2795,SER,,0.6067,22.1965,20.4001,19.0234
181.6892,22.7196,SER,,0.1764,18.7544,17.5775,16.8223
182.9793,20.4835,DEV,,0.7149,21.6612,19.7395,18.0415
183.2613,-5.73,DEV,,0.7097,23.6985,22.3195,19.9502
183.3195,-0.8096,DEV,,0.778,22.6844,20.9618,19.197
183.3839,-8.1969,DEV,,0.6348,22.998,21.2197,19.7637
183.5571,31.328,SER,0.0653,0.0657,17.9013,17.5178,17.3014
184.6321,4.2492,DEV,,0.8739,23.5104,21.5309,19.631
184.9937,18.8802,DEV,0.5439,0.5421,21.4315,19.4766,18.204
185.1026,-2.7003,SER,,0.3979,19.8939,18.4871,17.6312
185.2098,1.4695,DEV,,0.4239,21.6607,20.0278,19.0585
185.2776,13.8077,DEV,,0.6576,22.6576,21.0489,19.6236
185.9464,5.1131,SER,,0.2155,19.4053,18.2678,17.5929
186.0206,12.2406,DEV,,0.751,22.8586,21.4375,19.8626
186.0899,-7.1587,DEV,,0.4056,22.0993,20.5778,19.7507
186.2634,30.6181,DEV,,0.6244,22.5568,20.745,19.3179
186.2934,12.4542,SER,,0.3956,20.0804,18.5845,17.6585
186.666,13.9532,EXP,0.7403,0.7474,23.0276,20.983,19.2329
186.8778,13.7089,EXP,,0.8263,22.3003,21.1436,19.6247
187.2555,7.2983,DEV,,0.4406,22.2365,20.6528,19.7068
187.2767,-3.185,DEV,,0.5863,21.6915,20.2108,19.0188
187.3124,14.3889,DEV,,0.8312,23.4502,21.7356,19.9027
187.6218,8.996,SER,0.0894,0.1182,17.9876,17.5474,17.1795
188.3981,16.1326,EXP,,0.3744,20.923,19.5474,18.65
188.4067,31.1302,EXP,,0.403,22.114,20.5661,19.5911
188.6868,23.0144,SER,,0.3449,20.3608,18.728,17.8787
188.9747,-5.5518,SER,,0.1747,18.598,17.5664,16.8526
190.0217,14.1341,REX,,0.3964,20.5434,19.1898,18.3803
190.6122,6.5043,SER,0.2285,0.2295,19.0339,17.6631,16.9056
191.3373,19.8407,SER,0.6349,0.488,20.5087,19.4965,18.7261
191.4897,1.5898,SER,0.4696,0.4495,20.6374,19.006,17.9972
191.5623,-6.1668,SER,,0.3235,19.3794,17.7603,16.8055
191.7869,-4.3236,DEV,,0.7638,23.0227,21.3549,19.7144
191.8657,16.7446,EXP,,0.8714,22.2015,21.3603,19.8344
191.9513,-7.2264,SER,,0.1176,20.2645,19.7795,19.469
192.1823,13.9856,DEV,,0.7572,22.274,20.949,19.3165
192.3612,28.5142,DEV,0.2403,0.243,17.8667,16.4398,15.6121
193.0067,6.2367,DEV,0.3754,0.3817,20.5701,18.7738,17.8705
193.3659,-6.3604,DEV,,0.3755,20.3576,18.6678,17.718
193.6684,31.7884,REX,,0.4701,20.7226,19.4953,18.7011
194.0146,19.3542,SER,,0.5741,20.7851,19.8087,19.1307
194.6332,10.6164,SER,0.3914,0.3781,19.5027,17.7163,16.7898
194.7185,4.1241,DEV,0.6046,0.6256,21.4181,20.0944,18.9105
195.0799,-6.0092,SER,,0.3487,19.5157,17.8347,16.9572
195.2422,9.6583,REX,,0.3371,23.0701,21.7767,19.9814
195.6601,4.2135,REX,,0.4608,20.6962,19.6841,18.8779
196.3629,20.3684,SER,0.2838,0.2813,18.9853,17.4573,16.6273
196.5029,26.1775,EXP,,0.7316,21.5534,20.5346,19.4169
196.6381,17.9711,SER,,0.2878,20.7382,19.5695,18.3885
197.0766,29.7797,DEV,,0.6858,23.1493,21.2433,19.6973
197.487,16.9179,REX,,0.3967,22.5207,20.7128,19.8178
197.876,-5.8714,SER,,0.4795,20.3754,18.4446,17.315
198.0104,20.5305,REX,,0.8212,21.7221,20.9487,19.8386
198.2009,22.4869,REX,,0.5307,21.2064,19.7912,18.7405
198.2488,4.6017,SER,,0.3019,19.93,18.3915,17.5897
198.6052,19.1076,DEV,,0.7593,22.5318,20.7897,19.0604
199.0319,26.2091,SER,,0.7286,22.8364,20.9545,19.288
199.7131,16.3005,DEV,,0.7832,22.8211,20.8903,19.0935
199.9215,22.0204,REX,0.62,0.623,21.0214,19.8288,18.6747
199.9666,32.6491,DEV,0.6311,0.6347,20.5608,19.0852,17.7102
200.1945,6.7833,REX,,0.9375,22.6242,21.6695,19.8909
200.2896,29.3007,SER,0.2073,0.2008,18.4831,17.3533,16.6526
200.6841,18.7177,SER,0.6939,0.6987,22.452,20.5669,18.936
201.0214,29.3688,SER,,0.2491,20.1029,18.71,17.965
201.2567,2.9358,DEV,,0.575,21.6309,20.0739,18.9115
201.3124,16.8894,SER,,0.5652,20.6197,19.5372,18.7055
201.7368,-2.6517,DEV,,0.6065,22.5585,20.8708,19.5325
202.0028,8.0072,SER,0.6006,0.556,21.2575,20.04,18.9579
202.242,25.4505,DEV,0.7035,0.6923,22.131,20.3576,18.7937
202.7518,-9.419,DEV,,0.2313,20.6264,20.0843,19.5715
202.8957,-7.0206,EXP,,0.446,20.4749,19.3146,18.6142
202.9464,-0.5768,DEV,,0.4776,22.0911,20.3147,19.2639
203.4462,17.4837,SER,,0.203,18.7866,17.5485,16.7779
203.8323,-9.6974,SER,,0.5128,20.7675,19.2009,18.1621
204.1595,-4.8313,SER,,0.6048,20.5248,19.1578,17.9937
204.3909,15.5516,SER,0.257,0.26,19.0828,17.6165,16.8418
204.785,16.4254,EXP,,0.7422,21.2213,20.4046,19.3855
205.1256,22.3604,EXP,,0.7097,21.7206,20.5479,19.3095
205.1685,-9.4124,DEV,,0.6376,22.0233,20.5474,19.2519
205.3412,-4.3779,SER,0.277,0.2614,18.8564,17.3977,16.6199
206.9151,-2.1474,SER,0.3226,0.3194,19.3439,17.7054,16.8151
207.2661,12.9668,DEV,,0.5901,22.9423,21.0753,19.71
207.3574,26.906,SER,0.765,0.7144,21.6718,20.3121,18.8255
207.4002,13.8952,DEV,,0.3853,19.6662,18.3699,17.5125
207.819,7.781,SER,,0.2272,19.5561,18.2001,17.423
207.9182,3.4529,SER,0.169,0.1713,18.5846,17.452,16.7139
208.7573,29.6704,DEV,,0.504,21.1249,19.5139,18.5645
208.8037,17.018,DEV,,0.7153,23.0612,21.2251,19.5891
208.8292,13.4276,SER,0.5966,0.7159,22.3395,20.4755,18.8566
209.0021,12.1304,DEV,,0.3566,22.1783,20.6038,19.7207
209.0084,32.5431,REX,,0.4484,21.7324,20.5691,19.7157
209.2218,-5.3941,EXP,,0.8211,21.5093,20.6573,19.4391
209.8393,9.6393,SER,,0.1698,20.5734,19.7409,19.0312
209.9508,28.8567,SER,0.2494,0.2515,19.072,17.6312,16.8623
210.0861,10.3753,DEV,0.7728,0.782,22.1736,20.8555,19.2619
210.6016,29.2996,DEV,0.6239,0.63,22.3064,20.531,19.1019
210.7249,17.7546,REX,,0.2039,18.9076,18.2267,17.6986
211.2052,32.5226,SER,0.234,0.2195,18.7003,17.4285,16.6631
211.5657,7.9669,DEV,,0.8676,23.6732,21.7606,19.8698
211.9221,32.3015,SER,0.3585,0.3416,19.3502,17.7361,16.8633
212.2009,6.384,DEV,,0.4574,22.0934,20.228,19.1716
212.26,24.9884,SER,,0.2042,18.7634,17.5098,16.7821
212.5048,19.7519,REX,,0.9596,22.7879,21.5381,19.5864
212.8671,-1.0851,SER,,0.1544,20.7401,20.2648,19.9684
213.1381,-4.4031,SER,,0.1921,20.4739,19.8618,19.4606
213.5652,6.0288,DEV,,0.6914,22.1628,20.6548,19.1859
214.017,28.3596,DEV,,0.6567,21.854,20.2458,18.831
214.0188,10.4562,REX,0.6114,0.5821,20.977,19.9734,19.116
214.1335,-7.742,EXP,,0.0747,19.6996,19.41,19.1915
214.251,7.7385,SER,,0.2135,20.643,19.4239,18.708
214.4553,19.3239,DEV,,0.6284,21.9303,20.203,18.8094
214.6244,-3.808,SER,,0.3177,21.4067,20.2595,19.1523
215.0339,30.1006,SER,0.5882,0.6238,21.6816,20.053,18.7107
215.0615,-2.1316,DEV,,0.7242,22.4393,20.8886,19.3074
215.5076,9.3434,REX,,0.2354,20.4453,19.4872,18.4847
215.8289,-6.6287,DEV,,0.7809,22.5278,21.1019,19.4411
215.8532,7.7331,DEV,,0.7378,22.8387,21.0146,19.3523
215.97,24.1505,SER,,0.0302,17.7873,17.4769,17.2969
216.3843,3.4806,DEV,0.5294,0.5227,21.3333,19.8915,18.824
216.8824,20.5797,SER,,0.9078,21.6436,20.9562,19.5347
216.9525,19.4084,DEV,,0.7771,22.8712,21.2748,19.61
217.9243,24.9398,SER,,0.2883,20.9368,19.866,18.963
217.9373,10.7627,SER,,0.5066,21.2634,19.5568,18.4145
218.0433,0.8438,DEV,0.4805,0.4708,21.0908,19.174,18.0841
218.3265,0.7955,SER,0.3555,0.3947,20.4885,19.1528,18.2747
218.4886,-0.3132,EXP,,0.2655,20.5395,19.81,19.2923
218.4889,-0.3129,DEV,0.4027,0.328,20.9432,19.2329,18.1829
218.6884,16.9367,DEV,,0.689,23.4982,21.993,19.8051
218.7075,30.633,SER,0.5605,0.562,20.7099,18.8887,17.6022
218.8192,13.6707,DEV,,0.7692,23.1725,21.1403,19.3134
220.8753,14.5127,DEV,,0.6774,23.3231,21.1531,19.5741
220.96,33.2722,DEV,,0.6699,22.6668,21.156,19.7715
221.0742,-0.2399,REX,0.6057,0.5687,21.432,20.2079,19.1542
221.1131,24.4417,SER,,0.4536,22.2931,20.2505,19.1851
221.213,-7.8548,SER,,0.1493,18.5847,17.6432,16.938
221.4378,28.0321,EXP,,0.3123,22.0361,20.632,19.7744
223.4362,1.3928,EXP,,0.736,22.7869,21.4263,19.9564
223.6155,7.739,SER,,0.6512,21.2549,19.4876,17.997
224.7407,11.6497,REX,,0.4997,20.6723,19.2549,18.2629
225.1094,-1.5134,DEV,,0.886,23.4547,22.0492,19.9041
225.1751,9.2879,DEV,,0.3442,20.8903,19.2283,18.3373
225.8283,13.4699,SER,,0.3001,19.2074,18.1367,17.3565
225.8356,12.6653,SER,,0.2889,19.3512,18.047,17.2317
226.2619,33.9141,DEV,,0.8463,23.8622,21.6854,19.6908
226.5823,5.795,DEV,0.6034,0.598,21.5662,19.7708,18.3837
226.9622,3.8821,REX,,0.3012,21.3317,19.8542,19.1205
227.1632,-6.7806,SER,,0.3817,22.0068,20.7299,19.0327
227.4713,2.3711,SER,,0.5404,21.5917,20.2651,19.1709
227.5926,14.2754,REX,,0.3607,20.8278,19.2042,18.121
227.8337,5.6539,DEV,,0.8448,23.0979,21.5061,19.595
228.2935,5.9962,SER,,0.3302,21.0195,19.4151,18.5023
228.7408,11.0786,SER,,0.5985,20.7582,19.9007,19.1025
229.4614,4.8029,EXP,,0.1176,20.7356,20.2637,19.8899
229.4894,33.3313,SER,,0.3138,20.74,20.0198,19.4285
229.6066,8.571,DEV,,0.1721,21.5045,19.2676,17.9566
229.999,19.1805,SER,,0.089,19.7514,19.3988,19.6813
230.7214,25.5911,DEV,,0.6454,22.1321,20.5794,19.2375
230.8356,18.9549,SER,,0.4771,20.8392,19.7596,18.7864
230.9668,9.7139,DEV,0.6104,0.6063,21.3538,19.4798,18.0349
231.2629,8.2788,SER,0.2263,0.2289,19.0375,17.6513,16.8789
231.3206,28.8625,EXP,,0.5567,22.5627,20.9612,19.7512
231.7983,9.0838,SER,0.5834,0.5789,21.5429,19.5483,18.1556
232.0997,28.8364,SER,0.224,0.218,18.1137,16.773,15.9954
232.3559,23.9982,EXP,,0.2341,20.9803,20.1992,19.5976
232.4498,24.9409,SER,,0.3256,20.7865,19.139,18.2409
232.483,10.6132,SER,,0.3822,20.6624,19.9393,19.5786
232.4838,9.3186,DEV,0.3006,0.282,19.1553,17.6519,16.8171
232.6362,3.1539,SER,,0.2144,20.7201,20.1113,19.7035
232.6523,27.555,DEV,,0.311,20.4455,19.0299,18.2024
232.7059,11.8441,DEV,,0.5793,22.7557,21.074,19.86
232.8948,-0.3206,DEV,0.6731,0.701,22.5456,20.7554,19.1242
234.2879,18.2991,REX,,0.2187,19.6717,18.5593,17.7598
235.2821,19.8274,REX,,0.4137,22.5778,20.8868,19.9867
236.3351,24.6376,DEV,0.5914,0.61,22.7001,20.7564,19.306
236.5188,19.893,SER,,0.341,21.1469,19.4815,18.5587
236.6363,1.0787,SER,0.2595,0.2613,18.088,16.527,15.6489
237.7919,19.137,SER,,0.6808,22.6996,20.8177,19.231
238.3405,20.3378,DEV,,0.4725,21.3201,19.679,18.5811
238.367,7.5914,SER,,0.3735,21.944,20.6006,18.7738
238.43,7.7147,SER,0.5309,0.5439,21.8037,19.9591,18.7295
239.0331,18.4179,SER,,0.1482,18.7964,17.772,17.0106
239.1046,14.7667,REX,,0.741,23.0932,21.3722,19.7978
239.7937,28.3132,DEV,0.5537,0.5643,22.0013,20.2161,18.9527
239.9199,11.0219,REX,0.543,0.5553,22.7506,20.908,19.6316
240.3583,2.5081,SER,,0.3513,21.7589,19.9308,18.9445
241.1902,13.7814,SER,0.4207,0.4174,19.7612,17.8218,16.8236
241.8388,29.5266,SER,,0.1995,21.1361,20.2191,18.4832
242.9285,20.9903,SER,,0.039,17.8473,17.4328,17.1216
243.9804,22.1574,SER,0.2844,0.2812,18.9784,17.3984,16.5517
244.2151,7.9716,SER,,0.2665,21.3547,20.5083,19.3481
244.8035,25.1329,DEV,0.7145,0.7001,23.0271,21.1355,19.48
245.2831,1.0816,DEV,,0.6152,23.0548,21.2833,19.8308
245.8346,21.9263,SER,0.4836,0.4772,20.2326,18.5502,17.4667
246.7355,22.6448,DEV,,0.4005,21.7084,19.7954,18.8479
247.102,29.9535,REX,,0.1725,20.1256,19.672,19.3865
248.1916,19.0905,DEV,0.6067,0.6126,21.548,20.0692,18.8369
249.5395,5.6047,SER,,0.5761,22.0476,20.2885,19.0049
251.7091,16.5401,SER,,0.2832,19.6541,18.2494,17.399
252.3811,0.3002,REX,,0.2207,19.9073,18.808,17.958
253.6102,28.274,REX,,0.1525,20.7643,20.0409,18.9776
253.9337,20.3585,DEV,0.483,0.4752,22.0662,20.1802,19.1008
254.4279,9.0709,SER,,0.2483,19.2876,17.7742,16.7532
254.5243,24.8144,DEV,,0.9773,23.0761,21.445,19.3407
254.8946,24.9421,SER,,0.2092,20.7496,20.1262,19.6568
255.0544,18.4654,SER,,0.2459,20.9159,19.7723,18.9331
255.6054,12.7866,DEV,,0.8047,23.7494,21.8312,19.8993
256.9343,10.63,DEV,,0.381,22.5129,20.7036,19.7323
257.4001,7.9392,DEV,,0.3621,19.5332,17.6999,16.7002
258.0265,26.8387,SER,0.7732,0.7841,22.2868,20.4817,18.6253
258.2188,19.7069,EXP,,0.2614,20.6095,19.87,19.5132
258.3053,31.6907,REX,,0.5943,20.2787,19.7603,19.1643
258.9648,8.1519,SER,,0.4401,22.2508,20.2805,19.103
258.9829,23.9724,SER,0.2098,0.2096,18.7603,17.5481,16.687
259.3684,14.6789,SER,,0.4315,20.332,18.3767,17.2981
259.7586,16.2699,DEV,,0.1947,21.0845,20.2291,19.0123
260.2983,26.2655,SER,,0.2685,21.1074,19.8314,18.6622
260.6208,11.1674,SER,,0.2692,21.3328,20.4816,19.8411
261.4025,25.9037,SER,,0.2885,20.2246,18.8966,18.2155
261.6745,9.7743,SER,,0.4458,22.6883,21.2655,19.627
262.4264,26.8864,SER,,0.1577,18.9684,17.8094,17.0323
262.4746,31.841,SER,,0.3863,21.6878,20.1993,19.3158
262.6199,32.3455,DEV,0.4179,0.3727,20.7038,18.9673,18.1007
262.753,24.6631,REX,,0.3954,20.4459,19.5875,18.7291
262.9158,22.8688,REX,,0.4357,22.4593,20.6987,19.7854
263.0367,17.2703,SER,,0.0912,18.7567,17.7951,17.1049
263.0938,13.3852,EXP,,0.5647,22.3495,20.9741,19.6655
263.9961,13.1104,SER,,0.1465,20.1784,19.5177,19.0875
264.1112,32.4168,SER,,0.2499,18.8573,17.4691,16.6262
264.5487,14.9566,DEV,,0.4174,20.399,18.5522,17.5778
266.7484,20.7917,SER,,0.182,20.3006,19.0796,18.3096
266.9091,22.6143,SER,,0.2422,19.7367,18.2632,17.3909
267.3378,24.0278,SER,,0.2137,18.8001,17.7788,17.1236
268.9016,19.0019,DEV,,0.8388,23.885,21.9422,19.9456
270.7031,33.4799,SER,,0.3567,21.6592,20.431,19.0716
271.2557,30.0678,SER,,0.0987,19.8925,19.5263,19.1782
274.4768,31.3848,EXP,,0.2379,21.037,20.3196,19.8946
303.4839,-56.5214,EXP,,0.6689,21.9017,20.8821,19.8728
303.9644,-54.2563,DEV,,0.4428,21.4532,19.8083,18.79
303.9848,-58.0229,DEV,,0.9201,24.3453,21.917,19.9223
304.618,-48.6581,SER,,0.1111,19.2051,18.8021,18.5067
305.0242,-58.1724,SER,,0.2511,20.5137,19.6425,19.1716
305.5286,-61.6741,REX,,0.6073,21.0794,19.7058,18.5265
306.6999,-54.8106,DEV,,0.6685,22.422,20.7273,19.2627
307.5698,-61.2704,SER,,0.2407,21.1989,20.4142,19.0655
307.7387,1.0324,EXP,,0.2239,20.5957,19.8422,19.5937
308.0694,-43.6335,SER,,0.4973,21.3776,19.6701,18.5501
308.6583,-39.9556,SER,,0.2375,17.9233,16.5537,15.8057
309.8367,-64.0853,DEV,,1.0671,24.455,22.1869,19.9464
310.2458,-40.6725,SER,,0.5897,21.2435,20.506,19.2079
310.2729,-7.305,SER,,0.5336,21.2964,19.5138,18.3077
310.7236,-0.1833,DEV,,0.6628,20.7934,20.0013,18.8187
311.6134,4.4633,SER,,0.2459,18.6968,17.5705,16.804
311.8344,-53.0085,SER,,0.114,18.4682,17.4605,16.5323
311.9742,-9.8396,EXP,,0.1459,20.18,19.6544,18.9008
312.0409,-40.5419,SER,,0.3825,19.8509,19.2928,18.8291
312.3499,-12.9632,REX,,0.7534,21.4153,20.4793,19.3625
312.3517,5.4473,DEV,,0.6439,23.1078,21.0517,19.4772
312.504,-54.0727,REX,,0.6776,23.373,21.299,19.7543
313.18,-4.8964,REX,,0.3334,21.4161,20.4599,19.2695
313.3198,-4.7254,SER,,0.1539,18.5859,17.5107,16.757
313.3734,-44.6073,SER,,0.6546,21.5426,19.8111,18.3346
313.9743,4.6601,SER,,0.5608,20.7678,18.8477,17.4893
314.2657,-48.0901,SER,,0.524,21.799,20.2585,19.1945
314.792,5.7289,DEV,,0.4904,22.0643,20.9689,19.5741
315.7004,7.4176,SER,,0.6343,21.5349,19.6212,18.0682
315.7953,-6.9852,DEV,,0.3348,21.2088,19.506,18.5226
316.0516,-49.0079,REX,,0.5703,20.6619,19.52,18.6839
316.0597,-9.895,REX,,0.4784,20.9977,19.7864,18.8329
316.0793,-58.1858,DEV,,0.8693,22.4703,21.4028,19.7218
316.1132,-8.2995,SER,,0.0711,17.7871,17.4264,17.2053
316.4195,5.6205,SER,,0.2981,19.8894,18.2919,17.4392
316.939,6.0716,REX,0.5812,0.6132,21.316,20.041,19.0204
316.9525,5.9534,SER,,0.0562,18.3612,17.6573,17.144
317.243,12.2366,DEV,,0.6809,22.7951,21.0546,19.4732
317.279,-6.0107,REX,,0.572,21.4772,20.008,18.8447
317.5986,-64.1718,DEV,,0.6162,22.5064,20.7333,19.3405
318.0882,-48.0298,SER,,0.5875,21.9479,20.0627,18.6488
318.339,16.2831,SER,,0.338,20.7367,19.2362,18.2495
318.4408,3.5882,EXP,,0.8309,21.4361,20.7059,19.3883
318.5106,-46.5665,DEV,,0.6352,22.1879,20.8958,19.5982
318.5893,6.2992,SER,,0.1755,18.6164,17.4909,16.7224
319.5386,-0.6818,SER,,0.8913,21.461,20.8017,19.61
319.6863,16.9171,SER,,0.2959,21.325,19.8041,18.4043
319.7069,-46.3994,REX,,0.6933,21.4159,20.3592,19.1852
319.8335,-11.8322,DEV,,0.7218,21.282,20.283,19.1049
320.0084,-46.3239,DEV,,0.775,23.3986,21.6839,19.9287
320.7118,-61.1815,SER,,0.4333,20.4474,18.4721,17.4235
320.9797,-62.7513,SER,,0.2478,19.0334,17.6203,16.861
321.5023,-53.4783,DEV,,0.5406,22.3467,20.4265,19.216
321.7134,4.4158,SER,,0.4422,20.6649,18.8239,17.7036
322.1476,20.868,SER,,0.792,22.3459,20.6366,18.7766
323.0026,12.7214,SER,,0.227,19.2548,17.8349,17.023
323.3214,-46.7893,SER,,0.5208,21.7476,20.2172,19.1911
323.7023,20.3546,SER,,0.3287,21.7195,20.6792,19.9013
323.8237,-59.2689,DEV,,0.5833,22.816,20.9887,19.6468
324.082,-55.6513,SER,,0.2433,20.3181,19.1951,18.5996
324.0972,-11.1479,SER,,0.1044,20.1264,19.7987,19.5774
325.0096,-56.6805,SER,,0.3016,19.5407,18.3341,17.6088
325.2393,-44.248,SER,,0.5534,21.2159,19.3205,18.0439
325.557,-50.288,DEV,,0.3309,20.8818,19.5354,18.794
325.7874,-0.3722,SER,,0.8178,22.2119,21.1992,19.6388
325.7947,14.5222,SER,,0.4102,20.7079,18.6695,17.6133
325.896,-56.4407,REX,,0.5738,21.1374,19.9645,18.8955
326.0105,-43.3965,SER,,0.2754,18.5164,16.9531,16.1549
326.0676,8.6507,REX,,0.7439,20.9578,20.2166,19.21
326.1454,13.9478,REX,,0.7779,22.7092,21.42,19.9182
326.3829,-0.8536,DEV,,0.7477,23.515,21.6916,19.9828
326.7564,-43.9179,SER,,0.4533,21.2815,19.6472,18.7276
328.2941,-51.9634,DEV,,0.6723,22.8345,21.1294,19.6302
328.6067,17.7442,SER,,0.212,18.8008,17.4425,16.6107
328.6616,16.4799,SER,,0.3038,21.3906,20.0951,18.9193
328.9019,-13.3827,SER,,0.5673,21.2752,19.3572,18.0196
328.9418,-2.2037,SER,,0.2836,21.3422,19.7286,18.19
329.1416,1.4529,SER,,0.2235,19.1592,18.0892,17.3587
329.1839,5.3738,SER,,0.3136,19.2565,17.6181,16.7452
329.2667,24.0907,DEV,0.6291,0.5945,21.4648,20.0643,18.9624
329.6793,-0.5184,DEV,0.9206,0.8628,23.723,21.8407,19.7312
329.7693,14.7381,SER,0.3896,0.3788,19.4523,17.6316,16.6701
329.9221,-51.3195,SER,,0.3093,20.4205,18.8922,18.1324
330.6222,-55.1202,SER,,0.584,21.7868,19.8432,18.4393
330.8711,23.8244,SER,0.2496,0.2143,18.803,17.4677,16.6349
331.0978,-54.5397,EXP,,0.6068,22.2296,20.7977,19.7107
331.3346,8.2446,REX,,0.689,20.8985,19.815,18.4858
331.5706,11.0652,SER,,0.1602,19.0496,17.8361,16.9868
331.5777,21.8262,SER,0.3439,0.3494,20.8944,19.117,18.1589
331.6785,-59.3258,SER,,0.6979,22.0229,20.0838,18.4368
331.6819,-43.203,SER,,0.2681,19.2669,17.8047,17.0481
332.2836,22.6408,SER,,0.337,21.8366,20.5097,18.903
332.6919,14.7354,DEV,0.5925,0.5878,22.157,20.5857,19.3112
333.3071,-4.3959,REX,,0.8325,22.2736,21.0076,19.3269
333.5987,26.0902,SER,,0.0418,17.9814,17.6227,17.3466
333.7661,14.7161,SER,,0.3867,20.3135,19.0128,18.2148
334.4318,-41.9083,SER,,0.742,21.6496,20.7765,19.6569
334.7495,-45.3162,SER,,0.6563,21.9921,20.0931,18.5977
334.7793,-41.4416,EXP,,0.6622,22.6752,21.0886,19.7146
334.7825,-8.9384,SER,,0.2514,20.0155,18.728,17.8538
334.9246,-0.1533,EXP,,0.2023,20.7744,20.2575,19.9855
334.983,26.4573,SER,,0.0823,20.3561,19.9653,19.6674
335.5652,13.6748,REX,,0.3675,21.4466,20.3243,19.5681
335.8476,-50.2645,SER,,0.2722,19.2661,17.7592,16.9963
335.8866,30.1966,SER,0.3205,0.2459,19.067,17.7524,16.8916
336.1373,-46.7369,SER,,0.568,22.3175,20.4685,19.174
336.2337,-0.3541,SER,0.3154,0.3138,19.1814,17.4729,16.5501
336.2728,-11.022,EXP,,0.2309,20.713,19.9403,19.4202
336.9616,29.3382,SER,,0.6839,22.7293,21.5915,19.7271
336.9729,26.3944,SER,,0.2472,20.6255,19.568,18.1023
337.2209,-51.987,SER,,0.6056,21.1653,19.2629,17.8023
